SurveyInstanceID,Survey,Title2,Title3,LocStoreID,SurveyDate,AuditorLogin,Client,Auditor,DataAvailableToClientTime,DataDeliveredToClientTime,Auditor,AuditorSubmitDelay,AuditorSubmitIdle,ValidationStartIdle,Validation,Validation,ExportDelay,First Assigned,Last Assigned,FirstValidator,FirstOkExportValidator,Validator Pay Rate,StartDate,Date,IsOverDue,isSurveyDateInBlackout,Last Export
28023,Музторг,,,1014,2022-11-07,mdemina,Музторг,01:37:00,09:48:00,09:49:00,01:14:00,03:58:00,-05:50:00,03:55:00,00:25:00,00:25:00,00:01:00,jkonstan,jkonstan,ibiletsk,dpestova,0,2022-11-01 00:00:00.000,2022-11-07 10:30:00.000,,0,2022-11-07 20:41:00
28024,Музторг,,,1015,2022-11-11,Nataliiiia,Музторг,00:33:00,05:21:57,05:21:58,00:31:00,23:33:00,-04:22:24,01:03:03,00:25:00,00:25:00,00:01:00,jkonstan,jkonstan,ibiletsk,rdantsig,0,2022-11-01 00:00:00.000,2022-11-11 16:01:00.000,,0,2022-11-17 14:24:00
28025,Музторг,,,1016,2022-11-20,gbuharin,Музторг,00:45:00,02:18:04,02:18:05,00:36:00,01:14:26,-01:03:38,11:51:00,00:17:00,00:24:00,00:01:00,jkonstan,jkonstan,ibiletsk,dpestova,0,2022-11-01 00:00:00.000,2022-11-20 16:00:00.000,,0,2022-11-23 10:27:00
28026,Музторг,,,1017,2022-11-19,enaumova,Музторг,00:50:00,01:21:51,01:21:52,00:44:00,23:22:00,-22:29:00,07:52:00,00:32:00,00:32:00,00:01:00,jkonstan,jkonstan,ibiletsk,dpestova,0,2022-11-01 00:00:00.000,2022-11-19 12:09:00.000,,0,2022-11-21 10:18:00
28027,Музторг,,,1018,2022-11-23,oanyuhin,Музторг,00:22:00,04:01:48,04:01:48,00:19:00,22:29:00,-03:03:19,02:13:07,00:14:00,00:16:00,00:00:00,jkonstan,jkonstan,ibiletsk,dpestova,0,2022-11-01 00:00:00.000,2022-11-23 11:05:00.000,,0,2022-11-27 13:05:00
28028,Музторг,,,1019,2022-11-18,jpavlenk,Музторг,00:26:00,02:19:02,02:19:03,00:26:00,06:40:00,-02:12:22,21:12:00,00:22:00,00:22:00,00:01:00,jkonstan,jkonstan,ibiletsk,dpestova,0,2022-11-01 00:00:00.000,2022-11-18 14:58:00.000,,0,2022-11-21 10:18:00
28029,Музторг,,,1020,2022-11-27,achepele,Музторг,01:45:00,01:21:15,01:21:16,00:48:00,07:30:00,-01:13:45,01:11:35,00:33:00,00:36:00,00:01:00,jkonstan,jkonstan,ibiletsk,dpestova,0,2022-11-01 00:00:00.000,2022-11-27 16:51:00.000,,0,2022-11-29 14:36:00
28030,Музторг,,,1021,2022-11-19,achepele,Музторг,00:47:00,01:20:27,01:20:28,00:46:00,08:29:00,-01:11:58,19:48:00,00:28:00,00:28:00,00:01:00,jkonstan,jkonstan,ibiletsk,dpestova,0,2022-11-01 00:00:00.000,2022-11-19 13:31:00.000,,0,2022-11-21 10:18:00
28031,Музторг,,,1022,2022-11-22,slad,Музторг,00:30:00,08:03:09,08:03:10,00:27:00,08:00:18,-02:51:00,02:51:00,00:27:00,00:30:00,00:01:00,jkonstan,jkonstan,ibiletsk,ibiletsk,0,2022-11-01 00:00:00.000,2022-11-22 18:04:00.000,,0,2022-11-30 21:53:00
28032,Музторг,,,1023,2022-11-03,apechnik,Музторг,01:03:00,02:17:56,02:17:56,00:58:00,18:11:00,-01:23:45,01:05:25,00:28:00,00:29:00,00:00:00,jkonstan,jkonstan,ibiletsk,dpestova,0,2022-11-01 00:00:00.000,2022-11-03 18:14:00.000,,0,2022-11-06 12:34:00
28033,Музторг,,,1024,2022-11-28,89236273384,Музторг,00:59:00,01:22:30,01:22:33,00:48:00,01:18:37,-03:53:00,03:49:00,00:28:00,00:34:00,00:03:00,jkonstan,jkonstan,ibiletsk,ibiletsk,0,2022-11-01 00:00:00.000,2022-11-28 14:11:00.000,,0,2022-11-30 13:03:00
28034,Музторг,,,1025,2022-11-04,yttktyf,Музторг,01:08:00,01:22:47,01:22:47,01:07:00,17:11:00,-01:05:36,11:48:00,00:33:00,00:33:00,00:00:00,jkonstan,jkonstan,ibiletsk,dpestova,0,2022-11-01 00:00:00.000,2022-11-04 13:20:00.000,,0,2022-11-06 12:34:00
28035,Музторг,,,1026,2022-11-20,keks1109,Музторг,00:31:00,01:02:08,01:02:09,00:27:00,19:29:00,-06:39:00,05:27:00,00:20:00,00:23:00,00:01:00,jkonstan,jkonstan,ibiletsk,dpestova,0,2022-11-01 00:00:00.000,2022-11-20 16:03:00.000,,0,2022-11-21 18:28:00
28036,Музторг,,,1027,2022-11-02,rituxa159357,Музторг,00:48:00,,,00:42:00,03:12:00,-00:33:00,00:33:00,00:19:00,00:19:00,,jkonstan,jkonstan,ibiletsk,,0,2022-11-01 00:00:00.000,2022-11-02 14:21:00.000,,0,
28037,Музторг,,,1028,2022-11-29,Londarev80,Музторг,00:36:00,20:31:00,20:32:00,00:34:00,02:55:00,-17:36:00,16:33:00,00:24:00,00:25:00,00:01:00,jkonstan,jkonstan,ibiletsk,dpestova,0,2022-11-01 00:00:00.000,2022-11-29 16:04:00.000,,0,2022-11-30 12:57:00
28038,Музторг,,,1029,2022-11-30,ttatayan,Музторг,00:22:00,02:23:03,02:23:03,00:21:00,16:30:00,-08:06:44,02:06:30,00:21:00,00:22:00,00:00:00,jkonstan,jkonstan,ibiletsk,ibiletsk,0,2022-11-01 00:00:00.000,2022-11-30 18:33:00.000,,0,2022-12-03 17:49:00
28039,Музторг,,,1030,2022-11-15,olisunov,Музторг,00:38:00,06:04:27,06:04:28,00:27:00,05:15:59,-12:28:00,11:50:00,00:20:00,00:31:00,00:01:00,jkonstan,jkonstan,ibiletsk,dpestova,0,2022-11-01 00:00:00.000,2022-11-15 13:36:00.000,,0,2022-11-21 18:28:00
28040,Музторг,,,1031,2022-11-14,otrofimo,Музторг,00:51:00,07:14:52,07:14:53,00:37:00,01:14:05,-12:10:35,05:09:58,00:22:00,00:34:00,00:01:00,jkonstan,jkonstan,ibiletsk,dpestova,0,2022-11-01 00:00:00.000,2022-11-14 18:35:00.000,,0,2022-11-22 09:42:00
28041,Музторг,,,1032,2022-11-18,nkuznets,Музторг,00:43:00,,,00:36:00,22:32:00,-01:21:27,01:31:00,00:30:00,00:35:00,,jkonstan,jkonstan,ibiletsk,,0,2022-11-01 00:00:00.000,2022-11-18 17:50:00.000,,0,
28042,Музторг,,,1033,2022-11-13,lion0890,Музторг,00:35:00,,,00:30:00,00:34:00,-06:23:00,06:23:00,00:18:00,00:22:00,,jkonstan,jkonstan,ibiletsk,,0,2022-11-01 00:00:00.000,2022-11-13 12:15:00.000,,0,
28043,Музторг,,,1034,2022-11-27,nkornien,Музторг,01:05:00,01:23:34,01:23:35,01:02:00,19:58:00,-01:03:36,01:01:40,00:13:00,00:15:00,00:01:00,jkonstan,jkonstan,ibiletsk,dpestova,0,2022-11-01 00:00:00.000,2022-11-27 14:33:00.000,,0,2022-11-29 14:36:00
28044,Музторг,,,1035,2022-11-23,eantonov1,Музторг,00:42:00,03:19:53,03:19:53,00:38:00,19:16:00,-03:00:37,02:10:03,00:24:00,00:27:00,00:00:00,jkonstan,jkonstan,ibiletsk,dpestova,0,2022-11-01 00:00:00.000,2022-11-23 17:02:00.000,,0,2022-11-27 13:05:00
28045,Музторг,,,1036,2022-11-25,sgerasim,Музторг,00:23:00,01:22:12,01:22:12,00:20:00,17:42:00,-01:04:30,01:01:16,00:18:00,00:20:00,00:00:00,jkonstan,jkonstan,ibiletsk,dpestova,0,2022-11-01 00:00:00.000,2022-11-25 14:41:00.000,,0,2022-11-27 13:05:00
28046,Музторг,,,1037,2022-11-02,inurmuha,Музторг,00:50:00,,,00:49:00,01:40:00,-01:43:00,01:43:00,00:35:00,00:35:00,,jkonstan,jkonstan,ibiletsk,,0,2022-11-01 00:00:00.000,2022-11-02 15:27:00.000,,0,
28048,Музторг,,,1039,2022-11-22,zndenis,Музторг,00:42:00,02:18:07,02:18:07,00:32:00,02:56:00,-02:15:11,02:00:51,00:12:00,00:18:00,00:00:00,jkonstan,jkonstan,ibiletsk,dpestova,0,2022-11-01 00:00:00.000,2022-11-22 15:59:00.000,,0,2022-11-25 10:22:00
28049,Музторг,,,1040,2022-11-28,nmaksimo47,Музторг,00:33:00,01:07:31,01:07:33,00:32:00,05:29:00,-01:02:02,01:02:00,00:21:00,00:21:00,00:02:00,jkonstan,jkonstan,ibiletsk,ibiletsk,0,2022-11-01 00:00:00.000,2022-11-28 14:47:00.000,,0,2022-11-29 22:33:00
28050,Музторг,,,1041,2022-11-03,s101102103,Музторг,00:49:00,01:02:00,01:02:00,00:33:00,18:46:00,-07:14:00,05:46:00,00:19:00,00:20:00,00:00:00,jkonstan,jkonstan,ibiletsk,dpestova,0,2022-11-01 00:00:00.000,2022-11-03 17:38:00.000,,0,2022-11-04 19:56:00
28051,Музторг,,,1042,2022-11-29,marjana,Музторг,00:51:00,01:04:45,01:04:47,00:49:00,23:56:00,-04:49:00,03:39:00,00:23:00,00:23:00,00:02:00,jkonstan,jkonstan,ibiletsk,dpestova,0,2022-11-01 00:00:00.000,2022-11-29 18:25:00.000,,0,2022-11-30 23:23:00
28053,Музторг,,,1044,2022-11-21,itemniko1,Музторг,00:45:00,03:20:56,03:20:56,00:44:00,04:33:00,-03:16:23,03:01:41,00:29:00,00:30:00,00:00:00,jkonstan,jkonstan,ibiletsk,dpestova,0,2022-11-01 00:00:00.000,2022-11-21 13:09:00.000,,0,2022-11-25 10:22:00
28054,Музторг,,,1045,2022-11-10,Elvira122,Музторг,00:37:00,10:19:22,10:19:23,00:31:00,03:01:00,-10:16:21,01:00:02,00:16:00,00:20:00,00:01:00,jkonstan,jkonstan,ibiletsk,dpestova,0,2022-11-01 00:00:00.000,2022-11-10 14:54:00.000,,0,2022-11-21 10:22:00
28055,Музторг,,,1046,2022-11-28,vakall5,Музторг,00:36:00,01:04:52,01:04:54,00:30:00,02:02:00,-01:02:50,01:02:50,00:23:00,00:26:00,00:02:00,jkonstan,jkonstan,ibiletsk,ibiletsk,0,2022-11-01 00:00:00.000,2022-11-28 16:27:00.000,,0,2022-11-29 21:49:00
28056,Музторг,,,1047,2022-11-13,Mariiya,Музторг,00:52:00,03:22:18,03:22:19,00:48:00,01:10:00,-03:21:08,02:44:00,00:30:00,00:32:00,00:01:00,jkonstan,jkonstan,ibiletsk,rdantsig,0,2022-11-01 00:00:00.000,2022-11-13 15:45:00.000,,0,2022-11-17 14:24:00
28057,Музторг,,,1048,2022-11-03,grethen999,Музторг,00:57:00,04:04:35,04:04:36,00:54:00,03:17:48,-10:47:00,08:18:00,00:29:00,00:30:00,00:01:00,jkonstan,jkonstan,ibiletsk,dpestova,0,2022-11-01 00:00:00.000,2022-11-03 15:29:00.000,,0,2022-11-07 20:41:00
28058,Музторг,,,1049,2022-11-19,nb_1987,Музторг,01:41:00,01:17:37,01:17:38,01:38:00,06:17:00,-01:11:20,20:09:00,00:22:00,00:22:00,00:01:00,jkonstan,jkonstan,ibiletsk,dpestova,0,2022-11-01 00:00:00.000,2022-11-19 16:29:00.000,,0,2022-11-21 10:18:00
28059,Анкета Тайного покупателя Визит,,,101,2022-11-01,nobuhova,Росгосстрах,03:00:00,07:23:37,07:23:38,02:29:00,23:33:00,-37:06:29,02:31:00,01:12:00,01:36:00,00:01:00,jkozhevn,jkozhevn,nturonok,adolgova,0,,2022-11-01 14:37:00.000,,0,2022-11-09 14:15:00
28060,Анкета Тайного покупателя Визит,,,102,2022-11-01,nobuhova,Росгосстрах,03:22:00,08:00:39,08:00:41,02:39:00,01:00:34,-37:06:29,04:32:00,01:26:00,01:58:00,00:02:00,jkozhevn,jkozhevn,nturonok,adolgova,0,,2022-11-01 13:36:00.000,,0,2022-11-09 14:17:00
28061,Анкета Тайного покупателя Визит,,,103,2022-11-07,Margarita9,Росгосстрах,09:12:00,06:20:16,06:20:16,07:50:00,21:23:00,-31:09:45,09:40:00,03:03:00,03:42:00,00:00:00,iborisen,iborisen,nturonok,adolgova,0,,2022-11-07 13:32:00.000,,0,2022-11-14 09:48:00
28063,Анкета Тайного покупателя Визит,,,105,2022-11-09,etarabak,Росгосстрах,03:07:00,04:22:19,04:22:19,02:17:00,20:57:00,-29:12:14,05:39:00,01:26:00,01:48:00,00:00:00,iborisen,iborisen,nturonok,adolgova,0,,2022-11-09 11:29:00.000,,0,2022-11-14 09:48:00
28064,Анкета Тайного покупателя Визит,,,106,2022-11-12,gbuharin,Росгосстрах,04:18:00,02:19:50,02:19:51,02:29:00,12:05:00,-26:17:41,04:45:00,01:43:00,03:31:00,00:01:00,jkozhevn,jkozhevn,nturonok,adolgova,0,,2022-11-12 14:55:00.000,,0,2022-11-15 10:46:00
28065,Анкета Тайного покупателя Визит,,,107,2022-11-10,Mak2813,Росгосстрах,02:33:00,05:01:14,05:01:15,02:11:00,01:11:00,-29:09:49,08:31:00,01:38:00,01:58:00,00:01:00,iborisen,iborisen,nturonok,adolgova,0,,2022-11-10 09:41:00.000,,0,2022-11-15 10:56:00
28066,Анкета Тайного покупателя Визит,,,108,2022-11-11,gbuharin,Росгосстрах,03:01:00,03:17:23,03:17:24,02:40:00,01:09:35,-26:17:43,04:51:00,01:48:00,02:01:00,00:01:00,jkozhevn,jkozhevn,nturonok,adolgova,0,,2022-11-11 17:24:00.000,,0,2022-11-15 10:48:00
28067,Анкета Тайного покупателя Визит,,,109,2022-11-12,gbuharin,Росгосстрах,03:13:00,02:22:04,02:22:04,02:16:00,02:06:39,-25:01:29,02:11:00,01:21:00,01:30:00,00:00:00,jkozhevn,jkozhevn,nturonok,adolgova,0,,2022-11-12 12:34:00.000,,0,2022-11-15 10:38:00
28068,Анкета Тайного покупателя Визит,,,110,2022-11-11,gbuharin,Росгосстрах,15:11:00,02:23:55,02:23:55,14:27:00,01:09:33,-26:17:54,06:42:00,01:16:00,01:43:00,00:00:00,jkozhevn,jkozhevn,nturonok,adolgova,0,,2022-11-11 17:15:00.000,,0,2022-11-14 17:10:00
28069,Анкета Тайного покупателя Визит,,,111,2022-11-12,gbuharin,Росгосстрах,02:17:00,02:19:30,02:19:30,01:51:00,01:15:04,-25:14:13,01:09:00,01:07:00,01:30:00,00:00:00,jkozhevn,jkozhevn,nturonok,adolgova,0,,2022-11-12 15:26:00.000,,0,2022-11-15 10:56:00
28070,Анкета Тайного покупателя Визит,,,112,2022-11-10,gars72,Росгосстрах,02:18:00,05:00:09,05:00:11,01:58:00,04:03:08,-25:06:24,04:27:00,01:56:00,02:13:00,00:02:00,iborisen,iborisen,nturonok,adolgova,0,,2022-11-10 11:11:00.000,,0,2022-11-15 11:22:00
28071,Анкета Тайного покупателя Визит,,,113,2022-11-12,gbuharin,Росгосстрах,02:41:00,02:20:41,02:20:43,01:39:00,01:14:49,-25:15:06,03:03:00,01:00:00,01:22:00,00:02:00,jkozhevn,jkozhevn,nturonok,adolgova,0,,2022-11-12 14:49:00.000,,0,2022-11-15 11:32:00
28074,Анкета Тайного покупателя Визит,,,116,2022-11-03,nastialeg53,Росгосстрах,05:33:00,08:05:41,08:05:41,04:23:00,21:39:00,-35:10:20,01:02:05,02:12:00,02:43:00,00:00:00,jkozhevn,jkozhevn,nturonok,adolgova,0,,2022-11-03 12:45:00.000,,0,2022-11-11 18:26:00
28075,Анкета Тайного покупателя Визит,,,117,2022-11-08,Luvmarina,Росгосстрах,01:56:00,06:03:09,06:03:11,01:28:00,23:17:00,-30:09:33,01:06:14,00:34:00,00:57:00,00:02:00,jkozhevn,iborisen,nturonok,adolgova,0,,2022-11-08 11:55:00.000,,0,2022-11-14 15:06:00
28076,Анкета Тайного покупателя Визит,,,118,2022-11-08,Luvmarina,Росгосстрах,03:05:00,02:18:28,02:18:29,02:36:00,20:30:00,-30:08:27,01:09:11,01:33:00,02:02:00,00:01:00,jkozhevn,iborisen,nturonok,adolgova,0,,2022-11-08 15:48:00.000,,0,2022-11-11 10:17:00
28077,Анкета Тайного покупателя Визит,,,119,2022-11-10,tatyana12,Росгосстрах,02:15:00,17:21:00,17:23:00,02:04:00,05:25:00,-28:22:26,01:39:00,00:48:00,00:58:00,00:02:00,jkozhevn,iborisen,nturonok,adolgova,0,,2022-11-10 16:54:00.000,,0,2022-11-11 10:17:00
28078,Анкета Тайного покупателя Визит,,,120,2022-11-11,tatyana12,Росгосстрах,02:19:00,02:21:22,02:21:22,01:57:00,04:33:00,-27:23:28,14:34:00,01:10:00,01:32:00,00:00:00,jkozhevn,iborisen,nturonok,adolgova,0,,2022-11-11 16:44:00.000,,0,2022-11-14 14:06:00
28079,Анкета Тайного покупателя Визит,,,121,2022-11-10,tatyana12,Росгосстрах,02:59:00,22:06:00,22:09:00,02:28:00,05:22:00,-28:21:29,12:45:00,01:44:00,02:14:00,00:03:00,jkozhevn,iborisen,nturonok,adolgova,0,,2022-11-10 17:55:00.000,,0,2022-11-11 16:04:00
28080,Анкета Тайного покупателя Визит,,,122,2022-11-11,tatyana12,Росгосстрах,02:21:00,02:21:24,02:21:24,02:10:00,04:25:00,-27:22:43,15:28:00,01:30:00,01:41:00,00:00:00,jkozhevn,iborisen,nturonok,adolgova,0,,2022-11-11 17:38:00.000,,0,2022-11-14 15:02:00
28081,Анкета Тайного покупателя Визит,,,123,2022-11-09,tatyana12,Росгосстрах,02:49:00,04:16:05,04:16:06,02:14:00,03:52:00,-29:23:05,01:01:15,01:14:00,01:36:00,00:01:00,jkozhevn,iborisen,nturonok,adolgova,0,,2022-11-09 17:50:00.000,,0,2022-11-14 09:56:00
28082,Анкета Тайного покупателя Визит,,,124,2022-11-10,tatyana12,Росгосстрах,02:10:00,22:36:00,22:39:00,01:42:00,06:29:00,-28:20:53,13:45:00,01:08:00,01:35:00,00:03:00,jkozhevn,iborisen,nturonok,adolgova,0,,2022-11-10 17:25:00.000,,0,2022-11-11 16:04:00
28083,Анкета Тайного покупателя Визит,,,125,2022-11-03,luzina2,Росгосстрах,04:16:00,07:22:49,07:22:51,03:31:00,03:11:05,-32:22:17,09:55:00,02:32:00,03:16:00,00:02:00,iborisen,iborisen,nturonok,adolgova,0,,2022-11-03 11:26:00.000,,0,2022-11-11 10:17:00
28087,Анкета Тайного покупателя Визит,,,129,2022-11-14,svetOK,Росгосстрах,02:53:00,16:59:00,16:59:00,02:40:00,05:28:00,-24:21:42,02:01:00,01:22:00,01:30:00,00:00:00,jkozhevn,iborisen,nturonok,adolgova,0,,2022-11-14 17:39:00.000,,0,2022-11-15 10:38:00
28088,Анкета Тайного покупателя Визит,,,130,2022-11-14,tniezova,Росгосстрах,02:01:00,19:43:00,19:44:00,01:44:00,15:51:00,-24:11:37,03:46:00,01:29:00,01:45:00,00:01:00,jkozhevn,iborisen,nturonok,adolgova,0,,2022-11-14 17:22:00.000,,0,2022-11-15 13:06:00
28090,Анкета Тайного покупателя Визит,,,132,2022-11-14,tniezova,Росгосстрах,01:50:00,19:14:00,19:14:00,01:35:00,16:43:00,-24:11:37,01:53:00,01:30:00,01:46:00,00:00:00,jkozhevn,iborisen,nturonok,adolgova,0,,2022-11-14 16:30:00.000,,0,2022-11-15 11:44:00
28091,Анкета Тайного покупателя Визит,,,133,2022-11-14,svetOK,Росгосстрах,03:47:00,18:06:00,18:06:00,03:11:00,04:26:00,-24:23:53,02:25:00,01:40:00,02:01:00,00:00:00,jkozhevn,iborisen,nturonok,adolgova,0,,2022-11-14 16:32:00.000,,0,2022-11-15 10:38:00
28092,Анкета Тайного покупателя Визит,,,134,2022-11-10,ekomissa,Росгосстрах,02:41:00,03:17:22,03:17:23,02:19:00,16:46:00,-28:11:42,14:56:00,01:13:00,01:34:00,00:01:00,jkozhevn,iborisen,nturonok,adolgova,0,,2022-11-10 16:23:00.000,,0,2022-11-14 09:46:00
28095,Анкета Тайного покупателя Визит,,,137,2022-11-10,ekomissa,Росгосстрах,01:59:00,03:18:26,03:18:27,01:46:00,15:35:00,-28:13:59,15:34:00,01:03:00,01:14:00,00:01:00,jkozhevn,iborisen,nturonok,adolgova,0,,2022-11-10 15:19:00.000,,0,2022-11-14 09:46:00
28132,Оценка качества обслуживания,,,129,2022-11-08,smilichn,Балтийский лизинг,05:32:00,09:21:08,09:21:09,05:25:00,04:10:48,-25:13:00,02:08:14,05:13:00,05:17:00,00:01:00,dderbina,dderbina,mzinchen,mzinchen,0,2022-10-31 00:00:00.000,2022-11-08 13:41:00.000,,0,2022-11-18 10:50:00
28133,Оценка качества обслуживания,,,148,2022-11-18,yrazmasl,Балтийский лизинг,19:19:46,09:08:43,09:08:43,19:19:27,05:10:16,-21:01:04,01:05:56,19:19:09,19:19:20,00:00:00,dderbina,dderbina,mzinchen,dpestova,0,2022-10-31 00:00:00.000,2022-11-18 06:26:00.000,,0,2022-11-27 15:09:00
28134,Оценка качества обслуживания,,,130,2022-11-08,vandreev,Балтийский лизинг,01:20:00,10:00:28,10:00:28,00:40:00,02:13:24,-25:12:41,03:14:43,00:17:00,00:21:00,00:00:00,dderbina,dderbina,mzinchen,mzinchen,0,2022-10-31 00:00:00.000,2022-11-08 10:22:00.000,,0,2022-11-18 10:50:00
28135,Оценка качества обслуживания,,,157,2022-11-18,Vera.Kolotygina,Балтийский лизинг,04:12:08,13:08:30,13:08:31,04:11:58,05:10:26,-21:04:01,01:09:36,04:11:38,04:11:44,00:01:00,dderbina,dderbina,mzinchen,dpestova,0,2022-10-31 00:00:00.000,2022-11-18 02:44:00.000,,0,2022-12-01 11:15:00
28136,Оценка качества обслуживания,,,138,2022-11-17,aDmiNbI4,Балтийский лизинг,43:11:43,04:07:00,04:07:00,43:11:29,01:00:22,-26:06:18,03:03:57,43:11:14,43:11:19,00:00:00,dderbina,dderbina,mzinchen,dpestova,0,2022-10-31 00:00:00.000,2022-11-17 10:12:00.000,,0,2022-11-21 17:12:00
28137,Оценка качества обслуживания,,,158,2022-11-03,IRINA1970,Балтийский лизинг,00:07:00,07:13:50,07:13:51,00:04:00,05:10:25,-02:03:25,02:03:25,00:02:00,00:02:00,00:01:00,dpestova,dpestova,dpestova,dpestova,0,2022-10-31 00:00:00.000,2022-11-03 06:28:00.000,,0,2022-11-10 20:19:00
28138,Оценка качества обслуживания,,,113,2022-11-11,kmikheev,Балтийский лизинг,04:51:00,06:20:56,06:21:03,01:06:00,04:12:22,-21:18:38,20:22:00,00:13:00,00:14:00,00:07:00,dderbina,dderbina,mzinchen,mzinchen,0,2022-10-31 00:00:00.000,2022-11-11 13:55:00.000,,0,2022-11-18 10:58:00
28139,Оценка качества обслуживания,,,120,2022-11-09,mrostash,Балтийский лизинг,01:48:00,09:01:37,09:01:44,00:51:00,05:02:22,-30:06:00,21:15:00,00:16:00,00:19:00,00:07:00,dderbina,dderbina,mzinchen,mzinchen,0,2022-10-31 00:00:00.000,2022-11-09 09:14:00.000,,0,2022-11-18 10:58:00
28140,Оценка качества обслуживания,,,149,2022-11-10,kbolashu,Балтийский лизинг,06:08:20,20:05:39,20:05:39,06:08:13,18:08:29,-09:23:14,01:05:56,06:07:50,06:07:55,00:00:00,dderbina,dderbina,mzinchen,dpestova,0,2022-10-31 00:00:00.000,2022-11-10 05:54:00.000,,0,2022-11-30 11:33:00
28141,Оценка качества обслуживания,,,132,2022-11-10,nkasayan,Балтийский лизинг,01:33:00,07:20:57,07:21:03,01:01:00,04:09:29,-22:17:10,20:34:00,00:31:00,00:45:00,00:06:00,dderbina,dderbina,mzinchen,mzinchen,0,2022-10-31 00:00:00.000,2022-11-10 13:55:00.000,,0,2022-11-18 10:58:00
28142,Оценка качества обслуживания,,,121,2022-11-11,achichur,Балтийский лизинг,29:19:20,11:06:43,11:06:45,29:19:16,10:14:28,-15:19:13,15:52:00,29:19:08,29:19:11,00:02:00,dderbina,dderbina,mzinchen,dpestova,0,2022-10-31 00:00:00.000,2022-11-11 09:00:00.000,,0,2022-11-22 15:45:00
28143,Оценка качества обслуживания,,,167,2022-11-08,mskoroho,Балтийский лизинг,02:06:00,10:00:05,10:00:11,01:32:00,07:11:12,-19:20:17,22:03:00,01:03:00,01:16:00,00:06:00,dderbina,dderbina,mzinchen,mzinchen,0,2022-10-31 00:00:00.000,2022-11-08 10:47:00.000,,0,2022-11-18 10:58:00
28144,Оценка качества обслуживания,,,114,2022-11-09,oilina,Балтийский лизинг,29:23:30,08:21:08,08:21:09,29:23:25,07:02:59,-21:21:04,01:18:09,29:22:53,29:22:57,00:01:00,dderbina,dderbina,mzinchen,mzinchen,0,2022-10-31 00:00:00.000,2022-11-09 13:41:00.000,,0,2022-11-18 10:50:00
28145,Оценка качества обслуживания,,,115,2022-11-11,2730266,Балтийский лизинг,29:06:32,11:04:46,11:04:46,29:06:12,04:01:36,-23:01:14,06:01:26,29:05:41,29:05:52,00:00:00,dderbina,dderbina,mzinchen,dpestova,0,2022-10-31 00:00:00.000,2022-11-11 10:57:00.000,,0,2022-11-22 15:43:00
28146,Оценка качества обслуживания,,,173,2022-11-09,skumina,Балтийский лизинг,12:00:50,19:00:50,19:00:52,11:23:43,18:09:46,-16:18:14,13:58:00,11:23:24,12:00:23,00:02:00,dderbina,dderbina,mzinchen,dpestova,0,2022-10-31 00:00:00.000,2022-11-09 13:38:00.000,,0,2022-11-28 14:30:00
28147,Оценка качества обслуживания,,,133,2022-11-09,olatanin,Балтийский лизинг,00:41:00,09:01:12,09:01:17,00:30:00,02:01:39,-27:02:42,02:10:54,00:21:00,00:28:00,00:05:00,dderbina,dderbina,mzinchen,mzinchen,0,2022-10-31 00:00:00.000,2022-11-09 09:41:00.000,,0,2022-11-18 10:58:00
28148,Оценка качества обслуживания,,,103,2022-11-14,vandreev,Балтийский лизинг,00:37:00,03:21:50,03:21:55,00:33:00,01:09:28,-28:19:08,01:18:47,00:13:00,00:14:00,00:05:00,dderbina,dderbina,mzinchen,mzinchen,0,2022-10-31 00:00:00.000,2022-11-14 13:03:00.000,,0,2022-11-18 10:58:00
28149,Оценка качества обслуживания,,,147,2022-11-14,yyy.petrova,Балтийский лизинг,02:53:00,04:03:27,04:03:32,01:01:00,01:01:34,-29:05:05,02:10:14,00:17:00,02:02:00,00:05:00,dderbina,dderbina,mzinchen,mzinchen,0,2022-10-31 00:00:00.000,2022-11-14 07:26:00.000,,0,2022-11-18 10:58:00
28150,Оценка качества обслуживания,,,141,2022-11-02,Nata_vika,Балтийский лизинг,01:12:00,17:04:36,17:04:37,00:56:00,04:23:55,-31:04:29,06:12:26,00:20:00,00:30:00,00:01:00,dpestova,dpestova,mzinchen,mzinchen,0,2022-10-31 00:00:00.000,2022-11-02 09:43:00.000,,0,2022-11-19 14:20:00
28151,Оценка качества обслуживания,,,169,2022-11-08,pbaranov,Балтийский лизинг,14:21:39,19:05:32,19:05:33,14:21:18,14:05:54,-14:23:12,02:10:00,14:21:03,14:21:21,00:01:00,dderbina,dderbina,mzinchen,dpestova,0,2022-10-31 00:00:00.000,2022-11-08 09:38:00.000,,0,2022-11-27 15:11:00
28152,Оценка качества обслуживания,,,137,2022-11-11,eshumilo,Балтийский лизинг,00:56:00,06:22:02,06:22:06,00:40:00,03:23:49,-29:01:17,02:04:31,00:26:00,00:30:00,00:04:00,dderbina,dderbina,mzinchen,mzinchen,0,2022-10-31 00:00:00.000,2022-11-11 12:52:00.000,,0,2022-11-18 10:58:00
28153,Оценка качества обслуживания,,,174,2022-11-15,ebaskako,Балтийский лизинг,32:15:20,06:05:37,06:05:41,32:15:10,02:03:53,-26:22:58,03:22:42,32:14:39,32:14:44,00:04:00,dderbina,dderbina,mzinchen,dpestova,0,2022-10-31 00:00:00.000,2022-11-15 11:35:00.000,,0,2022-11-21 17:16:00
